unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1613174400000.0,2021-02-13 00:00:00,BTC/USD,47388.0,48204.0,46232.0,47215.0,3046.85598893572,143857305.5176
1613088000000.0,2021-02-12 00:00:00,BTC/USD,48029.0,49047.0,46174.0,47388.0,3888.5854077424665,184272285.3021
1613001600000.0,2021-02-11 00:00:00,BTC/USD,44834.0,48736.0,44015.0,48029.0,3933.5288172125174,188923455.5619
1612915200000.0,2021-02-10 00:00:00,BTC/USD,46486.0,47381.0,43682.0,44834.0,4068.4254890261855,182403788.375
1612828800000.0,2021-02-09 00:00:00,BTC/USD,46428.0,48273.0,45075.0,46486.0,4268.2984798132775,198416123.1326
1612742400000.0,2021-02-08 00:00:00,BTC/USD,38867.0,46864.0,38046.0,46427.0,6322.737361196071,293545727.46825
1612656000000.0,2021-02-07 00:00:00,BTC/USD,39256.0,39747.0,37400.0,38867.0,4643.466329660123,180477605.8349
1612569600000.0,2021-02-06 00:00:00,BTC/USD,38333.0,40999.0,38258.0,39256.0,4075.938916807622,160005058.1182
1612483200000.0,2021-02-05 00:00:00,BTC/USD,36980.0,38367.0,36609.0,38346.0,2758.100443892453,105762119.6215
1612396800000.0,2021-02-04 00:00:00,BTC/USD,37687.0,38774.0,36178.0,36980.0,3509.5626545457003,129783626.9651
1612310400000.0,2021-02-03 00:00:00,BTC/USD,35521.0,37718.0,35409.0,37687.0,2974.6466890572347,112105509.7705
1612224000000.0,2021-02-02 00:00:00,BTC/USD,33545.0,36028.0,33453.0,35521.0,2650.482669741843,94147794.9119
1612137600000.0,2021-02-01 00:00:00,BTC/USD,33118.0,34718.0,32312.0,33545.0,3616.529007163512,121316465.5453
1612051200000.0,2021-01-31 00:00:00,BTC/USD,34299.0,34367.0,32190.0,33118.0,2233.2173526813212,73959692.2861
1611964800000.0,2021-01-30 00:00:00,BTC/USD,34242.0,34930.0,32827.0,34299.0,2982.590702247879,102299878.4964
1611878400000.0,2021-01-29 00:00:00,BTC/USD,33443.0,38644.0,31975.0,34238.0,10503.829669755827,359630120.2331
1611792000000.0,2021-01-28 00:00:00,BTC/USD,30409.0,33829.0,29869.0,33443.0,4307.505359492271,144055901.7375
1611705600000.0,2021-01-27 00:00:00,BTC/USD,32502.0,33005.0,29246.0,30409.0,6478.317620789898,196999160.5306
1611619200000.0,2021-01-26 00:00:00,BTC/USD,32257.0,32936.0,30846.0,32502.0,4012.8790574672325,130426595.1258
1611532800000.0,2021-01-25 00:00:00,BTC/USD,32304.0,34875.0,31913.0,32257.0,5687.378830650711,183457778.9403
1611446400000.0,2021-01-24 00:00:00,BTC/USD,32092.0,33108.0,30946.0,32304.0,2313.9496169174095,74749828.4249
1611360000000.0,2021-01-23 00:00:00,BTC/USD,32994.0,33489.0,31431.0,32092.0,2036.5505863922472,65356981.4185
1611273600000.0,2021-01-22 00:00:00,BTC/USD,30848.0,33861.0,28820.0,32994.0,3810.5213448990726,125724341.2536
1611187200000.0,2021-01-21 00:00:00,BTC/USD,35480.0,35614.0,30030.0,30848.0,5629.459265012319,173657559.4071
1611100800000.0,2021-01-20 00:00:00,BTC/USD,35902.0,36400.0,33384.0,35480.0,4234.994101530439,150257590.7223
1611014400000.0,2021-01-19 00:00:00,BTC/USD,36646.0,37880.0,35884.0,35902.0,2572.2680037323826,92349565.87
1610928000000.0,2021-01-18 00:00:00,BTC/USD,35817.0,37449.0,34765.0,36646.0,1854.0510214047918,67943553.7304
1610841600000.0,2021-01-17 00:00:00,BTC/USD,35999.0,36866.0,33832.0,35817.0,2463.8727859535975,88248531.5745
1610755200000.0,2021-01-16 00:00:00,BTC/USD,36739.0,37948.0,35370.0,35999.0,3234.527465054585,116439754.2145
1610668800000.0,2021-01-15 00:00:00,BTC/USD,39122.0,39700.0,34381.0,36739.0,4946.061725177605,181713361.7213
1610582400000.0,2021-01-14 00:00:00,BTC/USD,37374.0,40120.0,36753.0,39122.0,3651.74323430295,142863498.8124
1610496000000.0,2021-01-13 00:00:00,BTC/USD,34021.0,37847.0,32325.0,37374.0,3500.143554987424,130814365.2241
1610409600000.0,2021-01-12 00:00:00,BTC/USD,35484.0,36682.0,32484.0,34021.0,5140.601405693542,174888400.4231
1610323200000.0,2021-01-11 00:00:00,BTC/USD,38158.0,38330.0,30255.0,35484.0,11816.216765268855,419286635.6988
1610236800000.0,2021-01-10 00:00:00,BTC/USD,40234.0,41447.0,35001.0,38162.0,5009.609047869609,191176700.4848
1610150400000.0,2021-01-09 00:00:00,BTC/USD,40625.0,41410.0,38780.0,40234.0,1867.2538837711886,75127092.75965
1610064000000.0,2021-01-08 00:00:00,BTC/USD,39485.0,42000.0,36548.0,40625.0,4653.356398828308,189042603.7024
1609977600000.0,2021-01-07 00:00:00,BTC/USD,36871.5,40428.0,36260.0,39485.0,4871.415589445359,192347844.54925
1609891200000.0,2021-01-06 00:00:00,BTC/USD,34034.5,37038.0,33367.0,36871.5,2966.8805717830846,109393337.0025
1609804800000.0,2021-01-05 00:00:00,BTC/USD,32005.0,34499.5,29923.5,34034.5,3890.4886808796955,132410837.0094
1609718400000.0,2021-01-04 00:00:00,BTC/USD,33045.5,33658.5,27700.5,32005.0,5567.896969298547,178200542.5024
1609632000000.0,2021-01-03 00:00:00,BTC/USD,32201.5,34809.5,31978.0,33045.5,4449.0010938872165,147019465.64805
1609545600000.0,2021-01-02 00:00:00,BTC/USD,29399.0,33349.5,29023.5,32201.5,7900.30905719454,254401802.10525
1609459200000.0,2021-01-01 00:00:00,BTC/USD,28965.0,29691.5,28700.0,29399.0,5856.8678913755575,172186059.13855
1609372800000.0,2020-12-31 00:00:00,BTC/USD,28879.5,29317.0,27938.5,28965.0,16519.37962053513,478483830.7088
1609286400000.0,2020-12-30 00:00:00,BTC/USD,27365.5,29005.0,27336.0,28879.5,4005.6911410741186,115682357.30865
1609200000000.0,2020-12-29 00:00:00,BTC/USD,27033.0,27396.5,25826.5,27365.5,4568.863397264804,125029231.29785
1609113600000.0,2020-12-28 00:00:00,BTC/USD,26245.5,27473.5,26077.0,27033.0,3646.393062157363,98572943.6493
1609027200000.0,2020-12-27 00:00:00,BTC/USD,26459.0,28381.0,25800.0,26245.5,4837.202720060582,126954803.98935
1608940800000.0,2020-12-26 00:00:00,BTC/USD,24697.5,26828.5,24480.0,26459.0,3505.2651094599196,92745809.5312
1608854400000.0,2020-12-25 00:00:00,BTC/USD,23717.5,24773.5,23409.0,24697.5,3963.9970547201133,97900817.25895
1608768000000.0,2020-12-24 00:00:00,BTC/USD,23220.5,23783.0,22702.0,23717.5,2132.561939272689,50579037.7947
1608681600000.0,2020-12-23 00:00:00,BTC/USD,23819.5,24131.5,22604.5,23220.5,4634.497689222885,107615353.5926
1608595200000.0,2020-12-22 00:00:00,BTC/USD,22728.0,23845.5,22370.0,23819.5,3424.4670326287287,81569092.4837
1608508800000.0,2020-12-21 00:00:00,BTC/USD,23476.0,24130.0,21910.5,22728.0,4733.4118468629,107580984.4555
1608422400000.0,2020-12-20 00:00:00,BTC/USD,23851.0,24299.5,23010.5,23478.0,2029.139356320811,47640133.8077
1608336000000.0,2020-12-19 00:00:00,BTC/USD,23136.0,24193.5,22772.0,23851.0,2150.372472265314,51288533.836
1608249600000.0,2020-12-18 00:00:00,BTC/USD,22808.5,23300.0,22338.0,23136.0,2098.117976186463,48542057.49705
1608163200000.0,2020-12-17 00:00:00,BTC/USD,21358.5,23775.0,21255.0,22808.5,6506.856404978406,148411634.31295
1608076800000.0,2020-12-16 00:00:00,BTC/USD,19438.0,21576.5,19290.5,21358.5,3382.3751606433034,72242459.8686
1607990400000.0,2020-12-15 00:00:00,BTC/USD,19275.0,19568.5,19056.0,19438.0,1948.9632356646773,37883947.37485
1607904000000.0,2020-12-14 00:00:00,BTC/USD,19163.5,19349.5,19002.0,19275.0,1427.0891040622569,27507142.4808
1607817600000.0,2020-12-13 00:00:00,BTC/USD,18815.5,19415.5,18729.0,19163.5,1952.3847389359983,37414524.9446
1607731200000.0,2020-12-12 00:00:00,BTC/USD,18038.5,18960.0,18021.0,18815.5,1056.051966979352,19870145.7847
1607644800000.0,2020-12-11 00:00:00,BTC/USD,18252.0,18288.0,17572.0,18038.5,2339.4192080993435,42199613.3853
1607558400000.0,2020-12-10 00:00:00,BTC/USD,18549.5,18557.5,17910.0,18252.0,1752.588441970743,31988244.24285
1607472000000.0,2020-12-09 00:00:00,BTC/USD,18314.5,18639.0,17639.0,18549.5,2003.9140292730262,37171603.286
1607385600000.0,2020-12-08 00:00:00,BTC/USD,19184.0,19299.5,18166.0,18314.5,2634.5143889459173,48249813.77635
1607299200000.0,2020-12-07 00:00:00,BTC/USD,19376.0,19431.5,18911.0,19184.0,1269.1776897909715,24347904.80095
1607212800000.0,2020-12-06 00:00:00,BTC/USD,19160.5,19429.5,18878.0,19376.0,1419.9321987226467,27512606.28245
1607126400000.0,2020-12-05 00:00:00,BTC/USD,18659.0,19180.0,18505.5,19160.5,1298.1070448631299,24872380.0331
1607040000000.0,2020-12-04 00:00:00,BTC/USD,19444.5,19539.5,18554.5,18659.0,3251.905055833646,60677296.4368
1606953600000.0,2020-12-03 00:00:00,BTC/USD,19220.5,19620.5,18859.0,19444.5,2048.7099093394017,39836139.83215
1606867200000.0,2020-12-02 00:00:00,BTC/USD,18780.0,19347.0,18340.5,19220.5,1961.721614866939,37705270.29855
1606780800000.0,2020-12-01 00:00:00,BTC/USD,19703.0,19923.5,17931.0,18780.0,3161.0090482694354,59363749.9265
1606694400000.0,2020-11-30 00:00:00,BTC/USD,18194.5,19883.5,18194.5,19703.0,3135.486997343044,61778500.30865
1606608000000.0,2020-11-29 00:00:00,BTC/USD,17726.0,18350.0,17538.0,18194.5,1090.3329300585342,19838062.49595
1606521600000.0,2020-11-28 00:00:00,BTC/USD,17147.0,17888.5,16881.5,17726.0,1103.4049705291661,19558956.5076
1606435200000.0,2020-11-27 00:00:00,BTC/USD,17150.5,17468.5,16432.0,17147.0,2047.2144721467314,35103586.5539
1606348800000.0,2020-11-26 00:00:00,BTC/USD,18721.5,18915.0,16200.0,17150.5,6128.7095441386555,105110433.03675
1606262400000.0,2020-11-25 00:00:00,BTC/USD,19167.5,19509.0,18512.0,18721.5,3450.273088542585,64594287.62715
1606176000000.0,2020-11-24 00:00:00,BTC/USD,18382.5,19436.0,18063.5,19167.5,3980.4262447397937,76294820.04605
1606089600000.0,2020-11-23 00:00:00,BTC/USD,18437.5,18778.5,18015.5,18382.5,1847.5682933469334,33962924.15245
1606003200000.0,2020-11-22 00:00:00,BTC/USD,18717.0,18768.5,17629.5,18437.5,2047.1452557315254,37744240.65255
1605916800000.0,2020-11-21 00:00:00,BTC/USD,18673.5,18984.0,18354.0,18717.0,1494.294048469306,27968701.7052
1605830400000.0,2020-11-20 00:00:00,BTC/USD,17824.5,18828.0,17769.0,18673.5,2469.5441848903524,46115033.33655
1605744000000.0,2020-11-19 00:00:00,BTC/USD,17792.5,18184.5,17358.0,17824.5,1875.9191918090269,33437321.6344
1605657600000.0,2020-11-18 00:00:00,BTC/USD,17683.0,18491.5,17250.0,17792.5,4242.481658358859,75484354.90635
1605571200000.0,2020-11-17 00:00:00,BTC/USD,16722.5,17873.0,16567.5,17683.0,3842.0737373239836,67939389.8971
1605484800000.0,2020-11-16 00:00:00,BTC/USD,15971.5,16894.5,15878.0,16722.5,2559.8253179698013,42806678.87975
1605398400000.0,2020-11-15 00:00:00,BTC/USD,16080.5,16174.5,15787.0,15971.5,758.4178949128135,12113071.4086
1605312000000.0,2020-11-14 00:00:00,BTC/USD,16337.0,16340.5,15721.5,16080.5,866.4400973663754,13932789.9857
1605225600000.0,2020-11-13 00:00:00,BTC/USD,16300.0,16490.0,15967.5,16337.0,2444.1180045173533,39929555.8398
1605139200000.0,2020-11-12 00:00:00,BTC/USD,15700.5,16360.0,15460.0,16300.0,3101.87049907362,50560489.1349
1605052800000.0,2020-11-11 00:00:00,BTC/USD,15313.5,16011.5,15293.5,15700.5,1838.0277890099042,28857955.30135
1604966400000.0,2020-11-10 00:00:00,BTC/USD,15338.5,15481.0,15094.0,15313.5,1235.9362853952396,18926510.3064
1604880000000.0,2020-11-09 00:00:00,BTC/USD,15485.5,15853.0,14817.5,15338.5,3827.666433422434,58710661.58905
1604793600000.0,2020-11-08 00:00:00,BTC/USD,14838.0,15667.0,14729.0,15485.5,1151.519533047044,17831855.729
1604707200000.0,2020-11-07 00:00:00,BTC/USD,15600.0,15776.0,14349.0,14838.0,3437.4145241103924,51004356.70875
1604620800000.0,2020-11-06 00:00:00,BTC/USD,15608.0,15974.0,15185.5,15600.0,4384.18244101282,68393246.0798
1604534400000.0,2020-11-05 00:00:00,BTC/USD,14166.0,15765.0,14115.5,15608.0,4503.916981692081,70297136.25025
1604448000000.0,2020-11-04 00:00:00,BTC/USD,14033.5,14274.0,13534.0,14166.0,2777.160496315121,39341255.5908
1604361600000.0,2020-11-03 00:00:00,BTC/USD,13567.0,14074.0,13292.0,14033.5,2764.201657441123,38791423.9597
1604275200000.0,2020-11-02 00:00:00,BTC/USD,13768.5,13846.0,13214.5,13567.0,2584.6888169971257,35066473.1802
1604188800000.0,2020-11-01 00:00:00,BTC/USD,13802.5,13908.0,13634.5,13768.5,2114.357928267422,29111537.13535
1604102400000.0,2020-10-31 00:00:00,BTC/USD,13569.5,14101.0,13430.0,13802.5,2719.9181216989678,37541669.87475
1604016000000.0,2020-10-30 00:00:00,BTC/USD,13468.5,13678.5,13128.0,13569.5,3160.287415744869,42883520.08795
1603929600000.0,2020-10-29 00:00:00,BTC/USD,13277.5,13655.0,12983.0,13468.5,2711.9336830085017,36525678.8096
1603843200000.0,2020-10-28 00:00:00,BTC/USD,13642.0,13862.0,12897.0,13277.5,3513.7804207945774,46654219.5371
1603756800000.0,2020-10-27 00:00:00,BTC/USD,13069.5,13792.5,13064.0,13642.0,2659.522995862044,36281212.70955
1603670400000.0,2020-10-26 00:00:00,BTC/USD,13044.0,13245.5,12780.0,13069.5,2199.9775229733345,28752606.2365
1603584000000.0,2020-10-25 00:00:00,BTC/USD,13124.0,13361.0,12908.5,13044.0,2333.236934506286,30434742.5737
1603497600000.0,2020-10-24 00:00:00,BTC/USD,12938.0,13175.5,12883.0,13124.0,1161.8068783069186,15247553.4709
1603411200000.0,2020-10-23 00:00:00,BTC/USD,12988.0,13037.5,12729.0,12938.0,6159.1015949258,79686456.43515
1603324800000.0,2020-10-22 00:00:00,BTC/USD,12807.0,13200.5,12625.5,12988.0,9850.989244783646,127944648.31125
1603238400000.0,2020-10-21 00:00:00,BTC/USD,11921.5,13245.5,11901.0,12807.0,11153.513500823768,142843047.40505
1603152000000.0,2020-10-20 00:00:00,BTC/USD,11759.0,12052.5,11689.5,11921.5,4701.163554355576,56044921.31325
1603065600000.0,2020-10-19 00:00:00,BTC/USD,11510.0,11835.5,11417.5,11759.0,3783.008049115571,44484391.64955
1602979200000.0,2020-10-18 00:00:00,BTC/USD,11365.0,11514.5,11351.5,11510.0,1790.383167688966,20607310.2601
1602892800000.0,2020-10-17 00:00:00,BTC/USD,11326.5,11408.5,11270.5,11365.0,1941.294818024637,22062815.60685
1602806400000.0,2020-10-16 00:00:00,BTC/USD,11510.0,11548.5,11200.0,11326.5,5506.754243212819,62372251.93575
1602720000000.0,2020-10-15 00:00:00,BTC/USD,11427.0,11619.5,11266.0,11510.0,3305.0683551911384,38041336.76825
1602633600000.0,2020-10-14 00:00:00,BTC/USD,11427.0,11554.5,11296.0,11427.0,1931.04340189026,22066032.9534
1602547200000.0,2020-10-13 00:00:00,BTC/USD,11535.5,11559.5,11313.5,11427.0,4470.117334650389,51080030.78305
1602460800000.0,2020-10-12 00:00:00,BTC/USD,11373.0,11727.0,11200.0,11535.5,4812.480877495557,55514373.16235
1602374400000.0,2020-10-11 00:00:00,BTC/USD,11298.0,11443.0,11280.5,11373.0,2916.1835669348457,33165755.70675
1602288000000.0,2020-10-10 00:00:00,BTC/USD,11058.0,11490.5,11057.5,11298.0,3521.440611046203,39785236.0236
1602201600000.0,2020-10-09 00:00:00,BTC/USD,10930.5,11110.5,10826.5,11058.5,2768.3305169010264,30613583.02115
1602115200000.0,2020-10-08 00:00:00,BTC/USD,10669.0,10967.5,10535.0,10930.5,2436.0265548602533,26626988.2579
1602028800000.0,2020-10-07 00:00:00,BTC/USD,10602.5,10681.0,10544.0,10669.0,1415.882965704377,15106055.3611
1601942400000.0,2020-10-06 00:00:00,BTC/USD,10800.0,10805.5,10523.0,10602.5,3452.9148083282244,36609529.2553
1601856000000.0,2020-10-05 00:00:00,BTC/USD,10669.5,10804.0,10624.0,10800.0,3231.561778972222,34900867.2129
1601769600000.0,2020-10-04 00:00:00,BTC/USD,10550.0,10701.0,10526.0,10669.5,2375.24414608932,25342667.4167
1601683200000.0,2020-10-03 00:00:00,BTC/USD,10573.5,10610.5,10500.0,10550.0,2604.1073200947867,27473332.227
1601596800000.0,2020-10-02 00:00:00,BTC/USD,10614.0,10663.5,10380.5,10573.5,10679.230791327374,112916846.7721
1601510400000.0,2020-10-01 00:00:00,BTC/USD,10777.5,10950.5,10448.0,10614.0,8489.285137003015,90105272.44415
1601424000000.0,2020-09-30 00:00:00,BTC/USD,10841.5,10849.5,10660.5,10777.5,3103.6097300162373,33449153.86525
1601337600000.0,2020-09-29 00:00:00,BTC/USD,10690.5,10867.5,10637.0,10841.5,3422.8455816261585,37108780.3732
1601251200000.0,2020-09-28 00:00:00,BTC/USD,10775.5,10951.0,10633.5,10690.5,4842.806826799495,51772026.3819
1601164800000.0,2020-09-27 00:00:00,BTC/USD,10731.0,10804.0,10595.5,10775.5,2852.84118987054,30740790.24145
1601078400000.0,2020-09-26 00:00:00,BTC/USD,10692.5,10831.0,10655.5,10731.0,4548.278079997204,48807572.07645
1600992000000.0,2020-09-25 00:00:00,BTC/USD,10744.5,10763.5,10558.0,10692.5,2459.1833678512976,26294818.16075
1600905600000.0,2020-09-24 00:00:00,BTC/USD,10239.5,10808.5,10191.5,10745.0,4239.744201270358,45556051.44265
1600819200000.0,2020-09-23 00:00:00,BTC/USD,10533.5,10539.0,10136.5,10239.5,4688.279307759168,48005635.9718
1600732800000.0,2020-09-22 00:00:00,BTC/USD,10419.0,10577.5,10360.0,10533.5,2833.1759049461243,29843258.39475
1600646400000.0,2020-09-21 00:00:00,BTC/USD,10919.5,10994.0,10285.0,10419.0,3496.382332119205,36428807.51835
1600560000000.0,2020-09-20 00:00:00,BTC/USD,11082.5,11082.5,10763.0,10919.5,1344.8104981043089,14684658.23405
1600473600000.0,2020-09-19 00:00:00,BTC/USD,10937.0,11181.0,10892.0,11082.5,1433.8804254545455,15890979.8151
1600387200000.0,2020-09-18 00:00:00,BTC/USD,10943.0,11043.5,10816.0,10937.0,1507.175207945506,16483975.2493
1600300800000.0,2020-09-17 00:00:00,BTC/USD,10954.5,11047.0,10742.0,10943.0,2572.1082065110118,28146580.10385
1600214400000.0,2020-09-16 00:00:00,BTC/USD,10785.5,11098.5,10660.5,10954.5,4098.365901912456,44895549.2725
1600128000000.0,2020-09-15 00:00:00,BTC/USD,10676.5,10937.0,10621.0,10785.5,3888.7351103657684,41941952.53285
1600041600000.0,2020-09-14 00:00:00,BTC/USD,10332.5,10757.5,10252.5,10676.5,2547.1964068795955,27195142.43805
1599955200000.0,2020-09-13 00:00:00,BTC/USD,10442.0,10584.0,10212.0,10332.5,2283.43670091459,23593609.7122
