date,symbol,open,high,low,close,Volume BTC,Volume USD
2020-05-03,BTC/USD,8981.0,9203.5,8730.0,8905.5,4800.842803890853,42753905.59005
2020-05-02,BTC/USD,8833.5,9023.5,8763.5,8981.0,2118.5469216568313,19026669.9034
2020-05-01,BTC/USD,8622.5,9070.0,8620.0,8833.5,3108.0513361861103,27454971.4782
2020-04-30,BTC/USD,8788.5,9468.0,8402.0,8622.5,5517.925106680196,47578309.23235
2020-04-29,BTC/USD,7755.0,8978.0,7728.5,8788.5,3083.004374153724,27094983.94225
2020-04-28,BTC/USD,7794.0,7798.5,7665.5,7755.0,866.395310483559,6718895.6328
2020-04-27,BTC/USD,7705.0,7810.0,7635.0,7794.0,1882.244295432384,14670212.0386
2020-04-26,BTC/USD,7550.0,7714.5,7483.5,7705.0,1525.1228349123944,11751071.443
2020-04-25,BTC/USD,7509.5,7717.5,7438.5,7550.0,1160.8954935099334,8764760.976
2020-04-24,BTC/USD,7487.0,7614.5,7397.5,7509.5,1404.9244416472468,10550280.09455
2020-04-23,BTC/USD,7135.5,7790.5,7034.0,7488.0,1902.92070390625,14249070.23085
2020-04-22,BTC/USD,6852.5,7167.0,6825.0,7135.5,531.3445497092005,3791409.03445
2020-04-21,BTC/USD,6837.5,6962.0,6774.0,6852.5,1333.3439079897846,9136739.1295
2020-04-20,BTC/USD,7130.0,7240.5,6760.0,6837.5,565.570812987203,3867090.4338
2020-04-19,BTC/USD,7260.5,7276.5,7066.0,7130.0,676.2794160308555,4821872.2363
2020-04-18,BTC/USD,7034.5,7308.5,7022.0,7260.5,942.4277180634942,6842496.447000001
2020-04-17,BTC/USD,7113.5,7154.5,6999.5,7035.0,407.2902530987917,2865286.93055
2020-04-16,BTC/USD,6622.5,7223.0,6474.5,7113.0,1081.5260654154365,7692894.9033
2020-04-15,BTC/USD,6873.5,6941.0,6609.0,6622.5,686.085944824462,4543604.1696
2020-04-14,BTC/USD,6858.0,6992.5,6771.5,6873.5,894.6752330617591,6149550.21445
2020-04-13,BTC/USD,6910.5,6911.0,6580.5,6858.0,755.6975356590843,5182573.69955
2020-04-12,BTC/USD,6890.0,7205.0,6789.5,6910.5,297.5599744229795,2056288.20325
2020-04-11,BTC/USD,6871.0,6953.5,6769.5,6889.5,314.97005584585236,2169986.19975
2020-04-10,BTC/USD,7292.0,7302.0,6748.5,6871.0,1627.6377844782419,11183499.21715
2020-04-09,BTC/USD,7369.0,7377.0,7110.5,7292.0,1660.8098608749317,12110625.5055
2020-04-08,BTC/USD,7200.0,7428.0,7152.5,7369.0,1072.4334965666983,7902762.4362
2020-04-07,BTC/USD,7341.5,7470.0,7078.0,7199.5,1190.554568164456,8571397.6135
2020-04-06,BTC/USD,6781.5,7371.0,6771.0,7342.0,1115.930234540997,8193159.782000001
2020-04-05,BTC/USD,6874.5,6912.5,6675.0,6781.5,330.2038746737448,2239277.5761
2020-04-04,BTC/USD,6738.5,7014.5,6655.0,6874.5,336.5656119426868,2313720.2993
2020-04-03,BTC/USD,6799.5,7051.5,6612.0,6739.5,1208.538985317902,8144948.49155
2020-04-02,BTC/USD,6666.0,7273.0,6569.0,6799.5,3336.185342194279,22684392.23425
2020-04-01,BTC/USD,6424.5,6700.0,6160.0,6665.0,946.3016415903976,6307100.4412
2020-03-31,BTC/USD,6407.5,6529.0,6337.0,6425.0,437.1878975252918,2808932.2416
2020-03-30,BTC/USD,5877.5,6626.0,5858.0,6406.5,1287.2703868258802,8246897.7332
2020-03-29,BTC/USD,6250.5,6278.5,5869.0,5877.5,705.1892756529138,4144749.96765
